DATE,DGS30
2010-09-29,3.69
2010-09-30,3.69
2010-10-01,3.71
2010-10-04,3.71
2010-10-05,3.74
2010-10-06,3.67
2010-10-07,3.72
2010-10-08,3.75
2010-10-11,
2010-10-12,3.8
2010-10-13,3.84
2010-10-14,3.91
2010-10-15,3.98
2010-10-18,3.93
2010-10-19,3.9
2010-10-20,3.89
2010-10-21,3.95
2010-10-22,3.94
2010-10-25,3.91
2010-10-26,4.0
2010-10-27,4.06
2010-10-28,4.05
2010-10-29,3.99
2010-11-01,4.01
2010-11-02,3.93
2010-11-03,4.09
2010-11-04,4.04
2010-11-05,4.12
2010-11-08,4.12
2010-11-09,4.25
2010-11-10,4.25
2010-11-11,
2010-11-12,4.26
2010-11-15,4.38
2010-11-16,4.26
2010-11-17,4.31
2010-11-18,4.29
2010-11-19,4.25
2010-11-22,4.2
2010-11-23,4.18
2010-11-24,4.29
2010-11-25,
2010-11-26,4.21
2010-11-29,4.16
2010-11-30,4.12
2010-12-01,4.24
2010-12-02,4.27
2010-12-03,4.32
2010-12-06,4.25
2010-12-07,4.39
2010-12-08,4.45
2010-12-09,4.41
2010-12-10,4.43
2010-12-13,4.39
2010-12-14,4.54
2010-12-15,4.59
2010-12-16,4.57
2010-12-17,4.41
2010-12-20,4.44
2010-12-21,4.44
2010-12-22,4.45
2010-12-23,4.47
2010-12-24,
2010-12-27,4.42
2010-12-28,4.53
2010-12-29,4.41
2010-12-30,4.43
2010-12-31,4.34
2011-01-03,4.39
2011-01-04,4.44
2011-01-05,4.55
2011-01-06,4.53
2011-01-07,4.48
2011-01-10,4.47
2011-01-11,4.49
2011-01-12,4.52
2011-01-13,4.5
2011-01-14,4.53
2011-01-17,
2011-01-18,4.56
2011-01-19,4.53
2011-01-20,4.6
2011-01-21,4.57
2011-01-24,4.55
2011-01-25,4.48
2011-01-26,4.59
2011-01-27,4.57
2011-01-28,4.53
2011-01-31,4.58
2011-02-01,4.62
2011-02-02,4.64
2011-02-03,4.67
2011-02-04,4.73
2011-02-07,4.71
2011-02-08,4.76
2011-02-09,4.71
2011-02-10,4.75
2011-02-11,4.71
2011-02-14,4.67
2011-02-15,4.66
2011-02-16,4.67
2011-02-17,4.66
2011-02-18,4.7
2011-02-21,
2011-02-22,4.6
2011-02-23,4.59
2011-02-24,4.54
2011-02-25,4.51
2011-02-28,4.49
2011-03-01,4.48
2011-03-02,4.54
2011-03-03,4.64
2011-03-04,4.6
2011-03-07,4.61
2011-03-08,4.66
2011-03-09,4.6
2011-03-10,4.53
2011-03-11,4.54
2011-03-14,4.52
2011-03-15,4.47
2011-03-16,4.38
2011-03-17,4.42
2011-03-18,4.43
2011-03-21,4.45
2011-03-22,4.44
2011-03-23,4.44
2011-03-24,4.48
2011-03-25,4.51
2011-03-28,4.51
2011-03-29,4.54
2011-03-30,4.52
2011-03-31,4.51
2011-04-01,4.48
2011-04-04,4.49
2011-04-05,4.51
2011-04-06,4.58
2011-04-07,4.63
2011-04-08,4.63
2011-04-11,4.64
2011-04-12,4.58
2011-04-13,4.55
2011-04-14,4.53
2011-04-15,4.47
2011-04-18,4.45
2011-04-19,4.43
2011-04-20,4.47
2011-04-21,4.47
2011-04-22,
2011-04-25,4.46
2011-04-26,4.39
2011-04-27,4.45
2011-04-28,4.42
2011-04-29,4.4
2011-05-02,4.38
2011-05-03,4.36
2011-05-04,4.33
2011-05-05,4.26
2011-05-06,4.29
2011-05-09,4.3
2011-05-10,4.34
2011-05-11,4.31
2011-05-12,4.37
2011-05-13,4.32
2011-05-16,4.28
2011-05-17,4.23
2011-05-18,4.29
2011-05-19,4.3
2011-05-20,4.3
2011-05-23,4.27
2011-05-24,4.26
2011-05-25,4.28
2011-05-26,4.23
2011-05-27,4.24
2011-05-30,
2011-05-31,4.22
2011-06-01,4.15
2011-06-02,4.25
2011-06-03,4.22
2011-06-06,4.25
2011-06-07,4.27
2011-06-08,4.2
2011-06-09,4.22
2011-06-10,4.18
2011-06-13,4.2
2011-06-14,4.3
2011-06-15,4.19
2011-06-16,4.16
2011-06-17,4.19
2011-06-20,4.19
2011-06-21,4.21
2011-06-22,4.22
2011-06-23,4.17
2011-06-24,4.17
2011-06-27,4.28
2011-06-28,4.33
2011-06-29,4.39
2011-06-30,4.38
2011-07-01,4.4
2011-07-04,
2011-07-05,4.39
2011-07-06,4.35
2011-07-07,4.37
2011-07-08,4.27
2011-07-11,4.2
2011-07-12,4.19
2011-07-13,4.17
2011-07-14,4.25
2011-07-15,4.26
2011-07-18,4.29
2011-07-19,4.19
2011-07-20,4.25
2011-07-21,4.31
2011-07-22,4.26
2011-07-25,4.31
2011-07-26,4.28
2011-07-27,4.29
2011-07-28,4.26
2011-07-29,4.12
2011-08-01,4.07
2011-08-02,3.93
2011-08-03,3.89
2011-08-04,3.7
2011-08-05,3.82
2011-08-08,3.68
2011-08-09,3.56
2011-08-10,3.54
2011-08-11,3.82
2011-08-12,3.72
2011-08-15,3.75
2011-08-16,3.67
2011-08-17,3.57
2011-08-18,3.45
2011-08-19,3.39
2011-08-22,3.42
2011-08-23,3.47
2011-08-24,3.63
2011-08-25,3.6
2011-08-26,3.54
2011-08-29,3.63
2011-08-30,3.53
2011-08-31,3.6
2011-09-01,3.51
2011-09-02,3.32
2011-09-05,
2011-09-06,3.26
2011-09-07,3.36
2011-09-08,3.32
2011-09-09,3.26
2011-09-12,3.24
2011-09-13,3.32
2011-09-14,3.32
2011-09-15,3.36
2011-09-16,3.34
2011-09-19,3.22
2011-09-20,3.2
2011-09-21,3.03
2011-09-22,2.78
2011-09-23,2.89
2011-09-26,2.99
2011-09-27,3.08
2011-09-28,3.1
2011-09-29,3.03
2011-09-30,2.9
2011-10-03,2.76
2011-10-04,2.77
2011-10-05,2.87
2011-10-06,2.96
2011-10-07,3.02
2011-10-10,
2011-10-11,3.11
2011-10-12,3.19
2011-10-13,3.15
2011-10-14,3.22
2011-10-17,3.13
2011-10-18,3.17
2011-10-19,3.17
2011-10-20,3.19
2011-10-21,3.26
2011-10-24,3.27
2011-10-25,3.13
2011-10-26,3.22
2011-10-27,3.45
2011-10-28,3.36
2011-10-31,3.16
2011-11-01,2.99
2011-11-02,3.03
2011-11-03,3.1
2011-11-04,3.09
2011-11-07,3.05
2011-11-08,3.13
2011-11-09,3.03
2011-11-10,3.12
2011-11-11,
2011-11-14,3.09
2011-11-15,3.1
2011-11-16,3.05
2011-11-17,2.98
2011-11-18,2.99
2011-11-21,2.96
2011-11-22,2.91
2011-11-23,2.82
2011-11-24,
2011-11-25,2.92
2011-11-28,2.93
2011-11-29,2.96
2011-11-30,3.06
2011-12-01,3.12
2011-12-02,3.03
2011-12-05,3.02
2011-12-06,3.09
2011-12-07,3.04
2011-12-08,3.0
2011-12-09,3.1
2011-12-12,3.06
2011-12-13,2.98
2011-12-14,2.91
2011-12-15,2.92
2011-12-16,2.86
2011-12-19,2.79
2011-12-20,2.93
2011-12-21,3.0
2011-12-22,2.99
2011-12-23,3.05
2011-12-26,
2011-12-27,3.04
2011-12-28,2.91
2011-12-29,2.9
2011-12-30,2.89
2012-01-02,
2012-01-03,2.98
2012-01-04,3.03
2012-01-05,3.06
2012-01-06,3.02
2012-01-09,3.02
2012-01-10,3.04
2012-01-11,2.96
2012-01-12,2.97
2012-01-13,2.91
2012-01-16,
2012-01-17,2.89
2012-01-18,2.96
2012-01-19,3.05
2012-01-20,3.1
2012-01-23,3.15
2012-01-24,3.15
2012-01-25,3.13
2012-01-26,3.1
2012-01-27,3.07
2012-01-30,2.99
2012-01-31,2.94
2012-02-01,3.01
2012-02-02,3.01
2012-02-03,3.13
2012-02-06,3.08
2012-02-07,3.14
2012-02-08,3.14
2012-02-09,3.2
2012-02-10,3.11
2012-02-13,3.14
2012-02-14,3.06
2012-02-15,3.09
2012-02-16,3.14
2012-02-17,3.16
2012-02-20,
2012-02-21,3.2
2012-02-22,3.15
2012-02-23,3.13
2012-02-24,3.1
2012-02-27,3.04
2012-02-28,3.07
2012-02-29,3.08
2012-03-01,3.15
2012-03-02,3.11
2012-03-05,3.13
2012-03-06,3.08
2012-03-07,3.12
2012-03-08,3.18
2012-03-09,3.19
2012-03-12,3.17
2012-03-13,3.26
2012-03-14,3.43
2012-03-15,3.41
2012-03-16,3.41
2012-03-19,3.48
2012-03-20,3.46
2012-03-21,3.38
2012-03-22,3.37
2012-03-23,3.31
2012-03-26,3.33
2012-03-27,3.29
2012-03-28,3.31
2012-03-29,3.27
2012-03-30,3.35
2012-04-02,3.35
2012-04-03,3.41
2012-04-04,3.37
2012-04-05,3.32
2012-04-06,3.21
2012-04-09,3.18
2012-04-10,3.13
2012-04-11,3.18
2012-04-12,3.22
2012-04-13,3.14
2012-04-16,3.12
2012-04-17,3.15
2012-04-18,3.13
2012-04-19,3.12
2012-04-20,3.12
2012-04-23,3.08
2012-04-24,3.12
2012-04-25,3.15
2012-04-26,3.13
2012-04-27,3.12
2012-04-30,3.12
2012-05-01,3.16
2012-05-02,3.11
2012-05-03,3.12
2012-05-04,3.07
2012-05-07,3.07
2012-05-08,3.03
2012-05-09,3.03
2012-05-10,3.07
2012-05-11,3.02
2012-05-14,2.95
2012-05-15,2.91
2012-05-16,2.9
2012-05-17,2.8
2012-05-18,2.8
2012-05-21,2.8
2012-05-22,2.88
2012-05-23,2.81
2012-05-24,2.86
2012-05-25,2.85
2012-05-28,
2012-05-29,2.85
2012-05-30,2.72
2012-05-31,2.67
2012-06-01,2.53
2012-06-04,2.56
2012-06-05,2.63
2012-06-06,2.73
2012-06-07,2.75
2012-06-08,2.77
2012-06-11,2.71
2012-06-12,2.77
2012-06-13,2.7
2012-06-14,2.73
2012-06-15,2.7
2012-06-18,2.67
2012-06-19,2.73
2012-06-20,2.72
2012-06-21,2.68
2012-06-22,2.75
2012-06-25,2.69
2012-06-26,2.71
2012-06-27,2.7
2012-06-28,2.67
2012-06-29,2.76
2012-07-02,2.69
2012-07-03,2.74
2012-07-04,
2012-07-05,2.72
2012-07-06,2.66
2012-07-09,2.62
2012-07-10,2.6
2012-07-11,2.6
2012-07-12,2.57
2012-07-13,2.58
2012-07-16,2.56
2012-07-17,2.59
2012-07-18,2.59
2012-07-19,2.61
2012-07-20,2.55
2012-07-23,2.52
2012-07-24,2.47
2012-07-25,2.46
2012-07-26,2.49
2012-07-27,2.63
2012-07-30,2.58
2012-07-31,2.56
2012-08-01,2.6
2012-08-02,2.55
2012-08-03,2.65
2012-08-06,2.65
2012-08-07,2.72
2012-08-08,2.75
2012-08-09,2.78
2012-08-10,2.74
2012-08-13,2.74
2012-08-14,2.82
2012-08-15,2.9
2012-08-16,2.96
2012-08-17,2.93
2012-08-20,2.93
2012-08-21,2.9
2012-08-22,2.82
2012-08-23,2.79
2012-08-24,2.79
2012-08-27,2.76
2012-08-28,2.75
2012-08-29,2.77
2012-08-30,2.75
2012-08-31,2.68
2012-09-03,
2012-09-04,2.69
2012-09-05,2.7
2012-09-06,2.8
2012-09-07,2.81
2012-09-10,2.83
2012-09-11,2.84
2012-09-12,2.92
2012-09-13,2.95
2012-09-14,3.09
2012-09-17,3.03
2012-09-18,3.0
2012-09-19,2.97
2012-09-20,2.96
2012-09-21,2.95
2012-09-24,2.91
2012-09-25,2.86
2012-09-26,2.79
2012-09-27,2.83
2012-09-28,2.82
2012-10-01,2.81
2012-10-02,2.81
2012-10-03,2.82
2012-10-04,2.89
2012-10-05,2.96
2012-10-08,
2012-10-09,2.93
2012-10-10,2.89
2012-10-11,2.86
2012-10-12,2.83
2012-10-15,2.85
2012-10-16,2.91
2012-10-17,2.98
2012-10-18,3.02
2012-10-19,2.94
2012-10-22,2.95
2012-10-23,2.91
2012-10-24,2.93
2012-10-25,2.98
2012-10-26,2.92
2012-10-29,2.87
2012-10-30,
2012-10-31,2.85
2012-11-01,2.89
2012-11-02,2.91
2012-11-05,2.88
2012-11-06,2.92
2012-11-07,2.83
2012-11-08,2.77
2012-11-09,2.75
2012-11-12,
2012-11-13,2.72
2012-11-14,2.73
2012-11-15,2.72
2012-11-16,2.73
2012-11-19,2.76
2012-11-20,2.82
2012-11-21,2.83
2012-11-22,
2012-11-23,2.83
2012-11-26,2.8
2012-11-27,2.79
2012-11-28,2.79
2012-11-29,2.79
2012-11-30,2.81
2012-12-03,2.8
2012-12-04,2.78
2012-12-05,2.78
2012-12-06,2.76
2012-12-07,2.81
2012-12-10,2.8
2012-12-11,2.83
2012-12-12,2.9
2012-12-13,2.9
2012-12-14,2.87
2012-12-17,2.94
2012-12-18,3.0
2012-12-19,2.99
2012-12-20,2.98
2012-12-21,2.93
2012-12-24,2.94
2012-12-25,
2012-12-26,2.94
2012-12-27,2.89
2012-12-28,2.88
2012-12-31,2.95
2013-01-01,
2013-01-02,3.04
2013-01-03,3.12
2013-01-04,3.1
2013-01-07,3.1
2013-01-08,3.06
2013-01-09,3.06
2013-01-10,3.08
2013-01-11,3.05
2013-01-14,3.05
2013-01-15,3.02
2013-01-16,3.01
2013-01-17,3.06
2013-01-18,3.03
2013-01-21,
2013-01-22,3.02
2013-01-23,3.02
2013-01-24,3.04
2013-01-25,3.14
2013-01-28,3.15
2013-01-29,3.18
2013-01-30,3.19
2013-01-31,3.17
2013-02-01,3.21
2013-02-04,3.17
2013-02-05,3.21
2013-02-06,3.18
2013-02-07,3.17
2013-02-08,3.17
2013-02-11,3.16
2013-02-12,3.19
2013-02-13,3.23
2013-02-14,3.17
2013-02-15,3.18
2013-02-18,
2013-02-19,3.21
2013-02-20,3.2
2013-02-21,3.17
2013-02-22,3.15
2013-02-25,3.08
2013-02-26,3.08
2013-02-27,3.11
2013-02-28,3.1
2013-03-01,3.06
2013-03-04,3.08
2013-03-05,3.1
2013-03-06,3.15
2013-03-07,3.2
2013-03-08,3.25
2013-03-11,3.26
2013-03-12,3.22
2013-03-13,3.22
2013-03-14,3.25
2013-03-15,3.22
2013-03-18,3.18
2013-03-19,3.13
2013-03-20,3.19
2013-03-21,3.15
2013-03-22,3.13
2013-03-25,3.14
2013-03-26,3.13
2013-03-27,3.09
2013-03-28,3.1
2013-03-29,
2013-04-01,3.08
2013-04-02,3.1
2013-04-03,3.05
2013-04-04,2.99
2013-04-05,2.87
2013-04-08,2.91
2013-04-09,2.94
2013-04-10,3.01
2013-04-11,3.01
2013-04-12,2.92
2013-04-15,2.88
2013-04-16,2.91
2013-04-17,2.89
2013-04-18,2.87
2013-04-19,2.88
2013-04-22,2.88
2013-04-23,2.9
2013-04-24,2.89
2013-04-25,2.91
2013-04-26,2.87
2013-04-29,2.88
2013-04-30,2.88
2013-05-01,2.83
2013-05-02,2.82
2013-05-03,2.96
2013-05-06,2.98
2013-05-07,3.0
2013-05-08,2.99
2013-05-09,3.01
2013-05-10,3.1
2013-05-13,3.13
2013-05-14,3.17
2013-05-15,3.16
2013-05-16,3.09
2013-05-17,3.17
2013-05-20,3.18
2013-05-21,3.14
2013-05-22,3.21
2013-05-23,3.2
2013-05-24,3.18
2013-05-27,
2013-05-28,3.31
2013-05-29,3.27
2013-05-30,3.28
2013-05-31,3.3
2013-06-03,3.27
2013-06-04,3.3
2013-06-05,3.25
2013-06-06,3.23
2013-06-07,3.33
2013-06-10,3.36
2013-06-11,3.33
2013-06-12,3.37
2013-06-13,3.33
2013-06-14,3.28
2013-06-17,3.35
2013-06-18,3.34
2013-06-19,3.41
2013-06-20,3.49
2013-06-21,3.56
2013-06-24,3.56
2013-06-25,3.6
2013-06-26,3.58
2013-06-27,3.54
2013-06-28,3.52
2013-07-01,3.48
2013-07-02,3.47
2013-07-03,3.49
2013-07-04,
2013-07-05,3.68
2013-07-08,3.63
2013-07-09,3.64
2013-07-10,3.68
2013-07-11,3.64
2013-07-12,3.64
2013-07-15,3.61
2013-07-16,3.58
2013-07-17,3.57
2013-07-18,3.63
2013-07-19,3.56
2013-07-22,3.55
2013-07-23,3.58
2013-07-24,3.65
2013-07-25,3.65
2013-07-26,3.61
2013-07-29,3.66
2013-07-30,3.67
2013-07-31,3.64
2013-08-01,3.77
2013-08-02,3.69
2013-08-05,3.73
2013-08-06,3.73
2013-08-07,3.68
2013-08-08,3.65
2013-08-09,3.63
2013-08-12,3.67
2013-08-13,3.75
2013-08-14,3.75
2013-08-15,3.81
2013-08-16,3.86
2013-08-19,3.89
2013-08-20,3.86
2013-08-21,3.9
2013-08-22,3.88
2013-08-23,3.8
2013-08-26,3.77
2013-08-27,3.7
2013-08-28,3.75
2013-08-29,3.7
2013-08-30,3.7
2013-09-02,
2013-09-03,3.79
2013-09-04,3.8
2013-09-05,3.88
2013-09-06,3.87
2013-09-09,3.84
2013-09-10,3.88
2013-09-11,3.85
2013-09-12,3.85
2013-09-13,3.84
2013-09-16,3.87
2013-09-17,3.84
2013-09-18,3.75
2013-09-19,3.8
2013-09-20,3.77
2013-09-23,3.73
2013-09-24,3.67
2013-09-25,3.65
2013-09-26,3.69
2013-09-27,3.68
2013-09-30,3.69
2013-10-01,3.72
2013-10-02,3.7
2013-10-03,3.71
2013-10-04,3.73
2013-10-07,3.7
2013-10-08,3.7
2013-10-09,3.73
2013-10-10,3.75
2013-10-11,3.74
2013-10-14,
2013-10-15,3.78
2013-10-16,3.72
2013-10-17,3.66
2013-10-18,3.65
2013-10-21,3.68
2013-10-22,3.61
2013-10-23,3.59
2013-10-24,3.61
2013-10-25,3.6
2013-10-28,3.61
2013-10-29,3.62
2013-10-30,3.63
2013-10-31,3.63
2013-11-01,3.69
2013-11-04,3.7
2013-11-05,3.76
2013-11-06,3.77
2013-11-07,3.71
2013-11-08,3.84
2013-11-11,
2013-11-12,3.86
2013-11-13,3.83
2013-11-14,3.79
2013-11-15,3.8
2013-11-18,3.76
2013-11-19,3.8
2013-11-20,3.9
2013-11-21,3.89
2013-11-22,3.84
2013-11-25,3.83
2013-11-26,3.8
2013-11-27,3.81
2013-11-28,
2013-11-29,3.82
2013-12-02,3.86
2013-12-03,3.84
2013-12-04,3.9
2013-12-05,3.92
2013-12-06,3.9
2013-12-09,3.88
2013-12-10,3.83
2013-12-11,3.87
2013-12-12,3.91
2013-12-13,3.88
2013-12-16,3.9
2013-12-17,3.88
2013-12-18,3.9
2013-12-19,3.91
2013-12-20,3.82
2013-12-23,3.85
2013-12-24,3.9
2013-12-25,
2013-12-26,3.92
2013-12-27,3.94
2013-12-30,3.9
2013-12-31,3.96
2014-01-01,
2014-01-02,3.92
2014-01-03,3.93
2014-01-06,3.9
2014-01-07,3.88
2014-01-08,3.9
2014-01-09,3.88
2014-01-10,3.8
2014-01-13,3.77
2014-01-14,3.8
2014-01-15,3.81
2014-01-16,3.77
2014-01-17,3.75
2014-01-20,
2014-01-21,3.74
2014-01-22,3.75
2014-01-23,3.68
2014-01-24,3.64
2014-01-27,3.67
2014-01-28,3.68
2014-01-29,3.62
2014-01-30,3.65
2014-01-31,3.61
2014-02-03,3.55
2014-02-04,3.59
2014-02-05,3.66
2014-02-06,3.67
2014-02-07,3.67
2014-02-10,3.66
2014-02-11,3.69
2014-02-12,3.72
2014-02-13,3.7
2014-02-14,3.69
2014-02-17,
2014-02-18,3.68
2014-02-19,3.71
2014-02-20,3.73
2014-02-21,3.69
2014-02-24,3.7
2014-02-25,3.66
2014-02-26,3.63
2014-02-27,3.6
2014-02-28,3.59
2014-03-03,3.55
2014-03-04,3.64
2014-03-05,3.64
2014-03-06,3.68
2014-03-07,3.72
2014-03-10,3.73
2014-03-11,3.7
2014-03-12,3.66
2014-03-13,3.6
2014-03-14,3.59
2014-03-17,3.63
2014-03-18,3.62
2014-03-19,3.66
2014-03-20,3.67
2014-03-21,3.61
2014-03-24,3.57
2014-03-25,3.59
2014-03-26,3.55
2014-03-27,3.52
2014-03-28,3.55
2014-03-31,3.56
2014-04-01,3.6
2014-04-02,3.65
2014-04-03,3.62
2014-04-04,3.59
2014-04-07,3.56
2014-04-08,3.54
2014-04-09,3.57
2014-04-10,3.52
2014-04-11,3.48
2014-04-14,3.48
2014-04-15,3.46
2014-04-16,3.45
2014-04-17,3.52
2014-04-18,
2014-04-21,3.52
2014-04-22,3.5
2014-04-23,3.47
2014-04-24,3.46
2014-04-25,3.45
2014-04-28,3.47
2014-04-29,3.49
2014-04-30,3.47
2014-05-01,3.41
2014-05-02,3.37
2014-05-05,3.41
2014-05-06,3.38
2014-05-07,3.4
2014-05-08,3.45
2014-05-09,3.47
2014-05-12,3.49
2014-05-13,3.45
2014-05-14,3.37
2014-05-15,3.33
2014-05-16,3.34
2014-05-19,3.39
2014-05-20,3.38
2014-05-21,3.42
2014-05-22,3.43
2014-05-23,3.4
2014-05-26,
2014-05-27,3.37
2014-05-28,3.29
2014-05-29,3.31
2014-05-30,3.33
2014-06-02,3.38
2014-06-03,3.43
2014-06-04,3.45
2014-06-05,3.44
2014-06-06,3.44
2014-06-09,3.45
2014-06-10,3.47
2014-06-11,3.47
2014-06-12,3.41
2014-06-13,3.41
2014-06-16,3.4
2014-06-17,3.44
2014-06-18,3.43
2014-06-19,3.47
2014-06-20,3.44
2014-06-23,3.45
2014-06-24,3.41
2014-06-25,3.38
2014-06-26,3.35
2014-06-27,3.36
2014-06-30,3.34
2014-07-01,3.4
2014-07-02,3.46
2014-07-03,3.47
2014-07-04,
2014-07-07,3.44
2014-07-08,3.38
2014-07-09,3.37
2014-07-10,3.38
2014-07-11,3.34
2014-07-14,3.36
2014-07-15,3.37
2014-07-16,3.35
2014-07-17,3.27
2014-07-18,3.29
2014-07-21,3.26
2014-07-22,3.25
2014-07-23,3.26
2014-07-24,3.3
2014-07-25,3.24
2014-07-28,3.26
2014-07-29,3.22
2014-07-30,3.31
2014-07-31,3.32
2014-08-01,3.29
2014-08-04,3.3
2014-08-05,3.28
2014-08-06,3.27
2014-08-07,3.23
2014-08-08,3.23
2014-08-11,3.24
2014-08-12,3.27
2014-08-13,3.24
2014-08-14,3.2
2014-08-15,3.13
2014-08-18,3.2
2014-08-19,3.21
2014-08-20,3.22
2014-08-21,3.19
2014-08-22,3.16
2014-08-25,3.13
2014-08-26,3.15
2014-08-27,3.11
2014-08-28,3.08
2014-08-29,3.09
2014-09-01,
2014-09-02,3.17
2014-09-03,3.15
2014-09-04,3.21
2014-09-05,3.23
2014-09-08,3.23
2014-09-09,3.23
2014-09-10,3.26
2014-09-11,3.27
2014-09-12,3.35
2014-09-15,3.34
2014-09-16,3.36
2014-09-17,3.37
2014-09-18,3.36
2014-09-19,3.29
2014-09-22,3.28
2014-09-23,3.25
2014-09-24,3.28
2014-09-25,3.22
2014-09-26,3.22
2014-09-29,3.18
2014-09-30,3.21
2014-10-01,3.12
2014-10-02,3.15
2014-10-03,3.13
2014-10-06,3.12
2014-10-07,3.06
2014-10-08,3.07
2014-10-09,3.07
2014-10-10,3.03
2014-10-13,
2014-10-14,2.95
2014-10-15,2.92
2014-10-16,2.94
2014-10-17,2.98
2014-10-20,2.96
2014-10-21,3.0
2014-10-22,3.01
2014-10-23,3.05
2014-10-24,3.05
2014-10-27,3.04
2014-10-28,3.06
2014-10-29,3.06
2014-10-30,3.04
2014-10-31,3.07
2014-11-03,3.07
2014-11-04,3.05
2014-11-05,3.06
2014-11-06,3.09
2014-11-07,3.04
2014-11-10,3.09
2014-11-11,
2014-11-12,3.09
2014-11-13,3.08
2014-11-14,3.04
2014-11-17,3.06
2014-11-18,3.05
2014-11-19,3.08
2014-11-20,3.05
2014-11-21,3.02
2014-11-24,3.01
2014-11-25,2.97
2014-11-26,2.95
2014-11-27,
2014-11-28,2.89
2014-12-01,2.95
2014-12-02,3.0
2014-12-03,2.99
2014-12-04,2.94
